Country,Code,ContinentCode,Year,Month,Money supply billion currency units,Unemployment rate percent,Stock market index
United Kingdom,GBR,EU,2005,1,1100.37,4.8,73.18
United Kingdom,GBR,EU,2005,2,1103.56,4.7,75.8
United Kingdom,GBR,EU,2005,3,1125.65,4.7,75.19
United Kingdom,GBR,EU,2005,4,1139.55,4.8,74.12
United Kingdom,GBR,EU,2005,5,1166.73,4.8,74.69
United Kingdom,GBR,EU,2005,6,1170.73,4.7,76.58
United Kingdom,GBR,EU,2005,7,1175.67,4.7,79.28
United Kingdom,GBR,EU,2005,8,1172.91,4.7,80.48
United Kingdom,GBR,EU,2005,9,1198.12,4.9,81.77
United Kingdom,GBR,EU,2005,10,1201.18,5.1,80.26
United Kingdom,GBR,EU,2005,11,1215.15,5.1,82.77
United Kingdom,GBR,EU,2005,12,1229.51,5.1,84.18
United Kingdom,GBR,EU,2006,1,1222.38,5.2,86.54
United Kingdom,GBR,EU,2006,2,1239.18,5.2,88.05
United Kingdom,GBR,EU,2006,3,1261.77,5.3,90.05
United Kingdom,GBR,EU,2006,4,1274.5,5.4,91.77
United Kingdom,GBR,EU,2006,5,1289.37,5.5,88.73
United Kingdom,GBR,EU,2006,6,1305.71,5.5,85.95
United Kingdom,GBR,EU,2006,7,1311.18,5.5,88.46
United Kingdom,GBR,EU,2006,8,1319.83,5.5,89.13
United Kingdom,GBR,EU,2006,9,1345.66,5.5,89.41
United Kingdom,GBR,EU,2006,10,1357.34,5.4,92.52
United Kingdom,GBR,EU,2006,11,1374.41,5.5,93.52
United Kingdom,GBR,EU,2006,12,1403.18,5.5,93.61
United Kingdom,GBR,EU,2007,1,1390.97,5.5,94.58
United Kingdom,GBR,EU,2007,2,1405.3,5.5,96.48
United Kingdom,GBR,EU,2007,3,1442.27,5.5,94.1
United Kingdom,GBR,EU,2007,4,1461.39,5.4,97.51
United Kingdom,GBR,EU,2007,5,1490,5.4,99.64
United Kingdom,GBR,EU,2007,6,1506.9,5.3,100.05
United Kingdom,GBR,EU,2007,7,1510.15,5.3,99.5
United Kingdom,GBR,EU,2007,8,1535.14,5.3,93.7
United Kingdom,GBR,EU,2007,9,1545.37,5.2,96.21
United Kingdom,GBR,EU,2007,10,1522.66,5.2,100.07
United Kingdom,GBR,EU,2007,11,1542.23,5.2,95.91
United Kingdom,GBR,EU,2007,12,1558.25,5.2,97.59
United Kingdom,GBR,EU,2008,1,1607.01,5.2,91.73
United Kingdom,GBR,EU,2008,2,1606.84,5.2,89.62
United Kingdom,GBR,EU,2008,3,1648.97,5.3,85.81
United Kingdom,GBR,EU,2008,4,1652.81,5.2,90.88
United Kingdom,GBR,EU,2008,5,1668.39,5.4,93.77
United Kingdom,GBR,EU,2008,6,1682.75,5.5,87.62
United Kingdom,GBR,EU,2008,7,1667.4,5.7,81.51
United Kingdom,GBR,EU,2008,8,1673.73,5.9,82.91
United Kingdom,GBR,EU,2008,9,1694.76,6,79.33
United Kingdom,GBR,EU,2008,10,1737.13,6.2,64.93
United Kingdom,GBR,EU,2008,11,1797.06,6.4,64.05
United Kingdom,GBR,EU,2008,12,1842.49,6.5,64.69
United Kingdom,GBR,EU,2009,1,1841.95,6.7,65.03
United Kingdom,GBR,EU,2009,2,1825.12,7.1,61.78
United Kingdom,GBR,EU,2009,3,1854.64,7.3,57.02
United Kingdom,GBR,EU,2009,4,1829.37,7.6,61.27
United Kingdom,GBR,EU,2009,5,1829.59,7.8,66.5
United Kingdom,GBR,EU,2009,6,1822.71,7.9,65.95
United Kingdom,GBR,EU,2009,7,1819.94,7.9,66.33
United Kingdom,GBR,EU,2009,8,1829.27,7.8,72.22
United Kingdom,GBR,EU,2009,9,1868.45,7.9,76.32
United Kingdom,GBR,EU,2009,10,1893.38,7.8,78.26
United Kingdom,GBR,EU,2009,11,1904.95,7.8,79.49
United Kingdom,GBR,EU,2009,12,1906.96,7.7,80.63
United Kingdom,GBR,EU,2010,1,2084.34,7.9,82.06
United Kingdom,GBR,EU,2010,2,2103.01,8,79.33
United Kingdom,GBR,EU,2010,3,2105.08,8,85.23
United Kingdom,GBR,EU,2010,4,2078.83,7.9,86.78
United Kingdom,GBR,EU,2010,5,2097.96,7.9,79.41
United Kingdom,GBR,EU,2010,6,2102.43,7.8,77.93
United Kingdom,GBR,EU,2010,7,2084.71,7.8,78.22
United Kingdom,GBR,EU,2010,8,2070.9,7.8,80
United Kingdom,GBR,EU,2010,9,2088.85,7.9,83.62
United Kingdom,GBR,EU,2010,10,2090.6,7.9,86.24
United Kingdom,GBR,EU,2010,11,2087.22,7.9,86.95
United Kingdom,GBR,EU,2010,12,2092.59,7.9,89.17
United Kingdom,GBR,EU,2011,1,2055.95,7.8,90.5
United Kingdom,GBR,EU,2011,2,2042.79,7.8,91.3
United Kingdom,GBR,EU,2011,3,2083.96,7.7,88.81
United Kingdom,GBR,EU,2011,4,2086.03,7.8,91.16
United Kingdom,GBR,EU,2011,5,2089.81,7.9,90.13
United Kingdom,GBR,EU,2011,6,2090.66,8,87.83
United Kingdom,GBR,EU,2011,7,2077.49,8.2,89.61
United Kingdom,GBR,EU,2011,8,2081.42,8.3,79.84
United Kingdom,GBR,EU,2011,9,2100.51,8.4,79.28
United Kingdom,GBR,EU,2011,10,2068.9,8.5,82.01
United Kingdom,GBR,EU,2011,11,2079.75,8.4,81.92
United Kingdom,GBR,EU,2011,12,2047.98,8.3,83.14
United Kingdom,GBR,EU,2012,1,2035.76,8.3,86.26
United Kingdom,GBR,EU,2012,2,1996.25,8.2,89.36
United Kingdom,GBR,EU,2012,3,2025.43,8.2,89.09
United Kingdom,GBR,EU,2012,4,2034.37,8.1,86.82
United Kingdom,GBR,EU,2012,5,2044.13,8,82.94
United Kingdom,GBR,EU,2012,6,2034.51,8,82.78
United Kingdom,GBR,EU,2012,7,2028.73,7.9,85.47
United Kingdom,GBR,EU,2012,8,2019.73,7.9,87.89
United Kingdom,GBR,EU,2012,9,2032.01,7.9,88.03
United Kingdom,GBR,EU,2012,10,2016.44,7.8,88.43
United Kingdom,GBR,EU,2012,11,2026.75,7.8,87.76
United Kingdom,GBR,EU,2012,12,2058.13,7.8,89.85
United Kingdom,GBR,EU,2013,1,2042.08,8,93.26
United Kingdom,GBR,EU,2013,2,2055.49,7.8,95.78
United Kingdom,GBR,EU,2013,3,2076.36,7.8,97.57
United Kingdom,GBR,EU,2013,4,2077.21,7.8,96.49
United Kingdom,GBR,EU,2013,5,2083.48,7.7,100.72
United Kingdom,GBR,EU,2013,6,2095.63,7.7,95.52
United Kingdom,GBR,EU,2013,7,2101.36,7.7,98.83
United Kingdom,GBR,EU,2013,8,2102.45,7.6,98.87
United Kingdom,GBR,EU,2013,9,2098.33,7.4,99.36
United Kingdom,GBR,EU,2013,10,2098.31,7.2,99.65
United Kingdom,GBR,EU,2013,11,2108.9,7.2,101.51
United Kingdom,GBR,EU,2013,12,2088.29,7.2,99.84
United Kingdom,GBR,EU,2014,1,2080.57,6.9,101.84
United Kingdom,GBR,EU,2014,2,2093.89,6.8,101.49
United Kingdom,GBR,EU,2014,3,2087.33,6.6,100.56
United Kingdom,GBR,EU,2014,4,2071.48,6.4,100.83
United Kingdom,GBR,EU,2014,5,2074.32,6.3,103.62
United Kingdom,GBR,EU,2014,6,2075.34,6.1,103.18
United Kingdom,GBR,EU,2014,7,2068.19,6,102.69
United Kingdom,GBR,EU,2014,8,2065.51,6,101.83
United Kingdom,GBR,EU,2014,9,2077.27,6,102.77
United Kingdom,GBR,EU,2014,10,2058.42,5.9,97.18
United Kingdom,GBR,EU,2014,11,2076.97,5.7,100.75
United Kingdom,GBR,EU,2014,12,2086.85,5.7,99.3
United Kingdom,GBR,EU,2015,1,2062.51,5.6,100.27
United Kingdom,GBR,EU,2015,2,2054.23,5.5,104.3
United Kingdom,GBR,EU,2015,3,2088.35,5.5,104.39
United Kingdom,GBR,EU,2015,4,2084.13,5.6,106.09
United Kingdom,GBR,EU,2015,5,2092.55,5.6,105.91
United Kingdom,GBR,EU,2015,6,2096.81,5.5,102.86
United Kingdom,GBR,EU,2015,7,2108.68,5.4,100.79
United Kingdom,GBR,EU,2015,8,2106.79,5.3,97.74
United Kingdom,GBR,EU,2015,9,2115.62,5.2,92.31
United Kingdom,GBR,EU,2015,10,2124.06,5.1,96.15
United Kingdom,GBR,EU,2015,11,2132.94,5.1,95.63
United Kingdom,GBR,EU,2015,12,2134.7,5.1,93.56
United Kingdom,GBR,EU,2016,1,2145.4,5.1,90.04
United Kingdom,GBR,EU,2016,2,2167.34,5.1,89.19
United Kingdom,GBR,EU,2016,3,2178.74,5,93.3
United Kingdom,GBR,EU,2016,4,2168.66,4.9,95.1
United Kingdom,GBR,EU,2016,5,2182.45,4.9,93.61
United Kingdom,GBR,EU,2016,6,2253.98,4.9,93.64
United Kingdom,GBR,EU,2016,7,2262.84,5,100.93
United Kingdom,GBR,EU,2016,8,2275.87,4.8,103.45
United Kingdom,GBR,EU,2016,9,2281.89,4.8,103.32
United Kingdom,GBR,EU,2016,10,2295.12,4.8,106.31
United Kingdom,GBR,EU,2016,11,2285.84,4.7,103.16
United Kingdom,GBR,EU,2016,12,2284.02,4.7,105.7
United Kingdom,GBR,EU,2017,1,2265.46,4.6,109.3
United Kingdom,GBR,EU,2017,2,2266.09,4.6,109.79
United Kingdom,GBR,EU,2017,3,2289.21,4.5,111.6
United Kingdom,GBR,EU,2017,4,2292.61,4.4,110.24
United Kingdom,GBR,EU,2017,5,2311.61,4.4,112.49
United Kingdom,GBR,EU,2017,6,2327.13,4.3,113.18
United Kingdom,GBR,EU,2017,7,2318.74,4.3,112.15
United Kingdom,GBR,EU,2017,8,2339.66,4.3,112.34
United Kingdom,GBR,EU,2017,9,2347.13,4.2,111.22
United Kingdom,GBR,EU,2017,10,2343.08,4.3,113.85
United Kingdom,GBR,EU,2017,11,2352.79,4.4,112.84
United Kingdom,GBR,EU,2017,12,2347.77,4.3,113.61
United Kingdom,GBR,EU,2018,1,2339.7,4.2,116.69
United Kingdom,GBR,EU,2018,2,2335.33,4.2,110.02
United Kingdom,GBR,EU,2018,3,2338.53,4.2,107.49
United Kingdom,GBR,EU,2018,4,2346.94,4.2,110.35
United Kingdom,GBR,EU,2018,5,2373.78,4,116.56
United Kingdom,GBR,EU,2018,6,2385.12,4,116.11
United Kingdom,GBR,EU,2018,7,2375.34,4,116.02
United Kingdom,GBR,EU,2018,8,2385.2,4.1,115.31
United Kingdom,GBR,EU,2018,9,2397.12,4.1,112
United Kingdom,GBR,EU,2018,10,2419.35,4,108.22
United Kingdom,GBR,EU,2018,11,2426.65,4,106.76
United Kingdom,GBR,EU,2018,12,2421.01,3.9,102.82
United Kingdom,GBR,EU,2019,1,2386.89,3.9,103.96
United Kingdom,GBR,EU,2019,2,2377.87,3.8,108.38
United Kingdom,GBR,EU,2019,3,2405.57,3.8,109.25
United Kingdom,GBR,EU,2019,4,2409.16,3.8,112.76
United Kingdom,GBR,EU,2019,5,2411.27,3.9,110.39
United Kingdom,GBR,EU,2019,6,2427.61,3.8,111.59
United Kingdom,GBR,EU,2019,7,2421.27,3.9,114.47
United Kingdom,GBR,EU,2019,8,2440.96,3.8,109.16
United Kingdom,GBR,EU,2019,9,2440.38,3.8,111
United Kingdom,GBR,EU,2019,10,2422.17,3.8,109.5
United Kingdom,GBR,EU,2019,11,2443.54,3.8,111.43
United Kingdom,GBR,EU,2019,12,2448.52,3.9,112.58
United Kingdom,GBR,EU,2020,1,2436.45,4,114.6
United Kingdom,GBR,EU,2020,2,2459.73,4,110.9
United Kingdom,GBR,EU,2020,3,2593.91,4.1,87.07
United Kingdom,GBR,EU,2020,4,2628.08,4.1,87.03
United Kingdom,GBR,EU,2020,5,2687.56,4.1,90.33
United Kingdom,GBR,EU,2020,6,2711.85,4.3,94.69
United Kingdom,GBR,EU,2020,7,2719.67,4.6,93.52
United Kingdom,GBR,EU,2020,8,2729.54,4.9,92.02
United Kingdom,GBR,EU,2020,9,2733.56,5.1,89.97
United Kingdom,GBR,EU,2020,10,2769.47,5.1,88.73
United Kingdom,GBR,EU,2020,11,2790.11,5.2,94.36
United Kingdom,GBR,EU,2020,12,2808.23,5.1,98.83
United Kingdom,GBR,EU,2021,1,2798.15,5.1,101.4
United Kingdom,GBR,EU,2021,2,2817.95,4.9,99.83
United Kingdom,GBR,EU,2021,3,2847.94,4.9,101.8
United Kingdom,GBR,EU,2021,4,2866.02,4.9,104.72
United Kingdom,GBR,EU,2021,5,2872.14,4.7,106.47
United Kingdom,GBR,EU,2021,6,2898.16,4.6,107.62
United Kingdom,GBR,EU,2021,7,2897.85,4.4,106.87
United Kingdom,GBR,EU,2021,8,2902.24,4.3,108.25
United Kingdom,GBR,EU,2021,9,2936.57,4.2,107.13
United Kingdom,GBR,EU,2021,10,2965.21,4.1,108.62
United Kingdom,GBR,EU,2021,11,2987.63,4,110.16
United Kingdom,GBR,EU,2021,12,2981.5,4,110.51
United Kingdom,GBR,EU,2022,1,2954.52,3.8,
United Kingdom,GBR,EU,2022,2,2971.14,3.7,
United Kingdom,GBR,EU,2022,3,3020.15,3.8,
United Kingdom,GBR,EU,2022,4,3032.56,3.8,
United Kingdom,GBR,EU,2022,5,3044.1,3.8,
United Kingdom,GBR,EU,2022,6,3079.28,,
United Kingdom,GBR,EU,2022,7,3083.52,,
United Kingdom,GBR,EU,2022,8,,,
United Kingdom,GBR,EU,2022,9,,,
United Kingdom,GBR,EU,2022,10,,,
United Kingdom,GBR,EU,2022,11,,,
United Kingdom,GBR,EU,2022,12,,,
