Country,Code,ContinentCode,Year,Month,GDP billion currency units,Consumer Price Index (CPI)
United Kingdom,GBR,EU,2018,12,559.3,107.1
United Kingdom,GBR,EU,2019,1,,106.3
United Kingdom,GBR,EU,2019,2,,106.8
United Kingdom,GBR,EU,2019,3,561.01,107
United Kingdom,GBR,EU,2019,4,,107.6
United Kingdom,GBR,EU,2019,5,,107.9
United Kingdom,GBR,EU,2019,6,554.26,107.9
United Kingdom,GBR,EU,2019,7,,107.9
United Kingdom,GBR,EU,2019,8,,108.4
United Kingdom,GBR,EU,2019,9,563.28,108.5
United Kingdom,GBR,EU,2019,10,,108.3
United Kingdom,GBR,EU,2019,11,,108.5
United Kingdom,GBR,EU,2019,12,576.73,108.5
United Kingdom,GBR,EU,2020,1,,108.2
United Kingdom,GBR,EU,2020,2,,108.6
United Kingdom,GBR,EU,2020,3,566.34,108.6
United Kingdom,GBR,EU,2020,4,,108.5
United Kingdom,GBR,EU,2020,5,,108.5
United Kingdom,GBR,EU,2020,6,484.18,108.6
United Kingdom,GBR,EU,2020,7,,109.1
United Kingdom,GBR,EU,2020,8,,108.6
United Kingdom,GBR,EU,2020,9,537.15,109.1
United Kingdom,GBR,EU,2020,10,,109.1
United Kingdom,GBR,EU,2020,11,,108.9
United Kingdom,GBR,EU,2020,12,562.71,
United Kingdom,GBR,EU,2021,1,,
United Kingdom,GBR,EU,2021,2,,
United Kingdom,GBR,EU,2021,3,556.96,
United Kingdom,GBR,EU,2021,4,,
United Kingdom,GBR,EU,2021,5,,
United Kingdom,GBR,EU,2021,6,572.75,
United Kingdom,GBR,EU,2021,7,,
United Kingdom,GBR,EU,2021,8,,
United Kingdom,GBR,EU,2021,9,579.64,
United Kingdom,GBR,EU,2021,10,,
United Kingdom,GBR,EU,2021,11,,
United Kingdom,GBR,EU,2021,12,607.72,
United Kingdom,GBR,EU,2022,1,,
United Kingdom,GBR,EU,2022,2,,
United Kingdom,GBR,EU,2022,3,607.98,
United Kingdom,GBR,EU,2022,4,,
United Kingdom,GBR,EU,2022,5,,
United Kingdom,GBR,EU,2022,6,,
United Kingdom,GBR,EU,2022,7,,
United Kingdom,GBR,EU,2022,8,,
United Kingdom,GBR,EU,2022,9,,
United Kingdom,GBR,EU,2022,10,,
United Kingdom,GBR,EU,2022,11,,
United Kingdom,GBR,EU,2022,12,,
