Country,Code,ContinentCode,Year,Month,GDP billion currency units,Consumer Price Index (CPI)
Italy,ITA,EU,2022,8,,113.7
Italy,ITA,EU,2022,9,,
Italy,ITA,EU,2022,10,,
Italy,ITA,EU,2022,11,,
Italy,ITA,EU,2022,12,,
Norway,NOR,EU,1996,1,,69.2
Norway,NOR,EU,1996,2,,69.3
Norway,NOR,EU,1996,3,31,69.5
Norway,NOR,EU,1996,4,,69.7
Norway,NOR,EU,1996,5,,69.9
Norway,NOR,EU,1996,6,30.65,70
Norway,NOR,EU,1996,7,,70.2
Norway,NOR,EU,1996,8,,70.1
Norway,NOR,EU,1996,9,32.19,70.4
Norway,NOR,EU,1996,10,,70.7
Norway,NOR,EU,1996,11,,70.7
Norway,NOR,EU,1996,12,34.87,70.7
Norway,NOR,EU,1997,1,,71.4
Norway,NOR,EU,1997,2,,71.6
Norway,NOR,EU,1997,3,34.64,71.8
Norway,NOR,EU,1997,4,,71.6
Norway,NOR,EU,1997,5,,71.8
Norway,NOR,EU,1997,6,35.09,72
Norway,NOR,EU,1997,7,,71.6
Norway,NOR,EU,1997,8,,71.6
Norway,NOR,EU,1997,9,34.77,71.8
Norway,NOR,EU,1997,10,,72.1
Norway,NOR,EU,1997,11,,72.1
Norway,NOR,EU,1997,12,37.88,72.2
Norway,NOR,EU,1998,1,,72.5
Norway,NOR,EU,1998,2,,72.7
Norway,NOR,EU,1998,3,34.87,73.1
Norway,NOR,EU,1998,4,,73.2
Norway,NOR,EU,1998,5,,73.1
Norway,NOR,EU,1998,6,34.38,73.2
Norway,NOR,EU,1998,7,,73.3
Norway,NOR,EU,1998,8,,73
Norway,NOR,EU,1998,9,33.76,73.5
Norway,NOR,EU,1998,10,,73.5
Norway,NOR,EU,1998,11,,73.7
Norway,NOR,EU,1998,12,34.5,73.7
Norway,NOR,EU,1999,1,,74
Norway,NOR,EU,1999,2,,74.2
Norway,NOR,EU,1999,3,33.98,74.6
Norway,NOR,EU,1999,4,,74.8
Norway,NOR,EU,1999,5,,74.7
Norway,NOR,EU,1999,6,36.37,74.8
Norway,NOR,EU,1999,7,,74.6
Norway,NOR,EU,1999,8,,74.2
Norway,NOR,EU,1999,9,38.91,74.9
Norway,NOR,EU,1999,10,,75.3
Norway,NOR,EU,1999,11,,75.6
Norway,NOR,EU,1999,12,43.2,75.7
Norway,NOR,EU,2000,1,,76
Norway,NOR,EU,2000,2,,76.4
Norway,NOR,EU,2000,3,44.89,76.6
Norway,NOR,EU,2000,4,,76.8
Norway,NOR,EU,2000,5,,76.9
Norway,NOR,EU,2000,6,43.71,77.4
Norway,NOR,EU,2000,7,,77.1
Norway,NOR,EU,2000,8,,76.8
Norway,NOR,EU,2000,9,46.64,77.5
Norway,NOR,EU,2000,10,,77.6
Norway,NOR,EU,2000,11,,77.9
Norway,NOR,EU,2000,12,50.61,77.8
Norway,NOR,EU,2001,1,,78.3
Norway,NOR,EU,2001,2,,79
Norway,NOR,EU,2001,3,48.34,79.2
Norway,NOR,EU,2001,4,,79.6
Norway,NOR,EU,2001,5,,80
Norway,NOR,EU,2001,6,48.51,80
Norway,NOR,EU,2001,7,,78.7
Norway,NOR,EU,2001,8,,78.5
Norway,NOR,EU,2001,9,47.97,79
Norway,NOR,EU,2001,10,,79
Norway,NOR,EU,2001,11,,78.9
Norway,NOR,EU,2001,12,49.57,79
Norway,NOR,EU,2002,1,,79
Norway,NOR,EU,2002,2,,79.3
Norway,NOR,EU,2002,3,48.17,79.6
Norway,NOR,EU,2002,4,,79.5
Norway,NOR,EU,2002,5,,79.7
Norway,NOR,EU,2002,6,52.11,79.7
Norway,NOR,EU,2002,7,,79.6
Norway,NOR,EU,2002,8,,79.3
Norway,NOR,EU,2002,9,52.08,79.9
Norway,NOR,EU,2002,10,,80
Norway,NOR,EU,2002,11,,80.3
Norway,NOR,EU,2002,12,55.7,81
Norway,NOR,EU,2003,1,,82.3
Norway,NOR,EU,2003,2,,82.5
Norway,NOR,EU,2003,3,54.02,82.1
Norway,NOR,EU,2003,4,,81.5
Norway,NOR,EU,2003,5,,81.1
Norway,NOR,EU,2003,6,48.47,80.9
Norway,NOR,EU,2003,7,,80.6
Norway,NOR,EU,2003,8,,80.7
Norway,NOR,EU,2003,9,48.77,81.1
Norway,NOR,EU,2003,10,,81.1
Norway,NOR,EU,2003,11,,81.1
Norway,NOR,EU,2003,12,51.51,81.1
Norway,NOR,EU,2004,1,,81.1
Norway,NOR,EU,2004,2,,81.3
Norway,NOR,EU,2004,3,50.38,81.7
Norway,NOR,EU,2004,4,,81.9
Norway,NOR,EU,2004,5,,81.9
Norway,NOR,EU,2004,6,51.86,81.9
Norway,NOR,EU,2004,7,,81.9
Norway,NOR,EU,2004,8,,81.6
Norway,NOR,EU,2004,9,52.61,82
Norway,NOR,EU,2004,10,,82.2
Norway,NOR,EU,2004,11,,82.2
Norway,NOR,EU,2004,12,58.33,82.1
Norway,NOR,EU,2005,1,,81.9
Norway,NOR,EU,2005,2,,82
Norway,NOR,EU,2005,3,56.55,82.4
Norway,NOR,EU,2005,4,,82.8
Norway,NOR,EU,2005,5,,83.1
Norway,NOR,EU,2005,6,60.56,83.3
Norway,NOR,EU,2005,7,,83
Norway,NOR,EU,2005,8,,83.1
Norway,NOR,EU,2005,9,62.96,83.8
Norway,NOR,EU,2005,10,,83.8
Norway,NOR,EU,2005,11,,83.8
Norway,NOR,EU,2005,12,68.6,83.7
Norway,NOR,EU,2006,1,,83.4
Norway,NOR,EU,2006,2,,84.2
Norway,NOR,EU,2006,3,68.52,84.4
Norway,NOR,EU,2006,4,,85.2
Norway,NOR,EU,2006,5,,85.2
Norway,NOR,EU,2006,6,68.5,85.1
Norway,NOR,EU,2006,7,,84.9
Norway,NOR,EU,2006,8,,84.8
Norway,NOR,EU,2006,9,67.82,86.2
Norway,NOR,EU,2006,10,,86.2
Norway,NOR,EU,2006,11,,86
Norway,NOR,EU,2006,12,70.55,85.5
Norway,NOR,EU,2007,1,,84.5
Norway,NOR,EU,2007,2,,84.9
Norway,NOR,EU,2007,3,69.42,85.5
Norway,NOR,EU,2007,4,,85.6
Norway,NOR,EU,2007,5,,85.7
Norway,NOR,EU,2007,6,69.68,85.6
Norway,NOR,EU,2007,7,,85.4
Norway,NOR,EU,2007,8,,85.4
Norway,NOR,EU,2007,9,72.47,86
Norway,NOR,EU,2007,10,,86
Norway,NOR,EU,2007,11,,86.9
Norway,NOR,EU,2007,12,81.81,87.3
Norway,NOR,EU,2008,1,,86.9
Norway,NOR,EU,2008,2,,87.5
Norway,NOR,EU,2008,3,78.73,87.9
Norway,NOR,EU,2008,4,,87.9
Norway,NOR,EU,2008,5,,88.1
Norway,NOR,EU,2008,6,82.67,88.2
Norway,NOR,EU,2008,7,,88.8
Norway,NOR,EU,2008,8,,88.8
Norway,NOR,EU,2008,9,80.99,90.1
Norway,NOR,EU,2008,10,,90.4
Norway,NOR,EU,2008,11,,89.7
Norway,NOR,EU,2008,12,75.15,89.5
Norway,NOR,EU,2009,1,,89.1
Norway,NOR,EU,2009,2,,90
Norway,NOR,EU,2009,3,66.84,90.1
Norway,NOR,EU,2009,4,,90.5
Norway,NOR,EU,2009,5,,90.7
Norway,NOR,EU,2009,6,66.84,91.3
Norway,NOR,EU,2009,7,,90.7
Norway,NOR,EU,2009,8,,90.5
Norway,NOR,EU,2009,9,68.73,91.4
Norway,NOR,EU,2009,10,,91.1
Norway,NOR,EU,2009,11,,91.4
Norway,NOR,EU,2009,12,76.09,91.6
Norway,NOR,EU,2010,1,,91.6
Norway,NOR,EU,2010,2,,92.8
Norway,NOR,EU,2010,3,78.56,93.4
Norway,NOR,EU,2010,4,,93.5
Norway,NOR,EU,2010,5,,93
Norway,NOR,EU,2010,6,80.22,92.9
Norway,NOR,EU,2010,7,,92.3
Norway,NOR,EU,2010,8,,92
Norway,NOR,EU,2010,9,78.61,92.6
Norway,NOR,EU,2010,10,,92.7
Norway,NOR,EU,2010,11,,92.9
Norway,NOR,EU,2010,12,86.34,94.1
Norway,NOR,EU,2011,1,,93.4
Norway,NOR,EU,2011,2,,93.9
Norway,NOR,EU,2011,3,88.19,94.2
Norway,NOR,EU,2011,4,,94.8
Norway,NOR,EU,2011,5,,94.5
Norway,NOR,EU,2011,6,86.3,94.1
Norway,NOR,EU,2011,7,,93.8
Norway,NOR,EU,2011,8,,93.1
Norway,NOR,EU,2011,9,88.17,94.1
Norway,NOR,EU,2011,10,,94
Norway,NOR,EU,2011,11,,94
Norway,NOR,EU,2011,12,95.71,94
Norway,NOR,EU,2012,1,,93.6
Norway,NOR,EU,2012,2,,94.8
Norway,NOR,EU,2012,3,100.15,94.6
Norway,NOR,EU,2012,4,,94.7
Norway,NOR,EU,2012,5,,94.7
Norway,NOR,EU,2012,6,96.11,94.1
Norway,NOR,EU,2012,7,,93.6
Norway,NOR,EU,2012,8,,93.1
Norway,NOR,EU,2012,9,96.08,94.2
Norway,NOR,EU,2012,10,,94.7
Norway,NOR,EU,2012,11,,94.7
Norway,NOR,EU,2012,12,104.21,95.1
Norway,NOR,EU,2013,1,,94.7
Norway,NOR,EU,2013,2,,95.4
Norway,NOR,EU,2013,3,100.68,95.7
Norway,NOR,EU,2013,4,,96.4
Norway,NOR,EU,2013,5,,96.3
Norway,NOR,EU,2013,6,99.73,95.9
Norway,NOR,EU,2013,7,,96.3
Norway,NOR,EU,2013,8,,96.2
Norway,NOR,EU,2013,9,94.85,96.7
Norway,NOR,EU,2013,10,,96.8
Norway,NOR,EU,2013,11,,97
Norway,NOR,EU,2013,12,98.57,96.8
Norway,NOR,EU,2014,1,,96.7
Norway,NOR,EU,2014,2,,97.2
Norway,NOR,EU,2014,3,95.25,97.5
Norway,NOR,EU,2014,4,,97.9
Norway,NOR,EU,2014,5,,97.9
Norway,NOR,EU,2014,6,93.9,97.6
Norway,NOR,EU,2014,7,,98.4
Norway,NOR,EU,2014,8,,98
Norway,NOR,EU,2014,9,92.23,98.6
Norway,NOR,EU,2014,10,,98.7
Norway,NOR,EU,2014,11,,98.8
Norway,NOR,EU,2014,12,94.56,98.7
Norway,NOR,EU,2015,1,,98.5
Norway,NOR,EU,2015,2,,98.9
Norway,NOR,EU,2015,3,89.17,99.2
Norway,NOR,EU,2015,4,,99.6
Norway,NOR,EU,2015,5,,99.8
Norway,NOR,EU,2015,6,91.02,100.1
Norway,NOR,EU,2015,7,,99.9
Norway,NOR,EU,2015,8,,99.7
Norway,NOR,EU,2015,9,83.48,100.5
Norway,NOR,EU,2015,10,,101.1
Norway,NOR,EU,2015,11,,101.5
Norway,NOR,EU,2015,12,84.63,101.1
Norway,NOR,EU,2016,1,,101.6
Norway,NOR,EU,2016,2,,102.2
Norway,NOR,EU,2016,3,78.73,102.8
Norway,NOR,EU,2016,4,,103.1
Norway,NOR,EU,2016,5,,103.5
Norway,NOR,EU,2016,6,83.6,104.2
Norway,NOR,EU,2016,7,,104.9
Norway,NOR,EU,2016,8,,104.2
Norway,NOR,EU,2016,9,80.14,104.6
Norway,NOR,EU,2016,10,,105.2
Norway,NOR,EU,2016,11,,105.5
Norway,NOR,EU,2016,12,91.27,104.9
Norway,NOR,EU,2017,1,,104.5
Norway,NOR,EU,2017,2,,105
Norway,NOR,EU,2017,3,92.55,105.4
Norway,NOR,EU,2017,4,,105.5
Norway,NOR,EU,2017,5,,105.8
Norway,NOR,EU,2017,6,85.64,106.2
Norway,NOR,EU,2017,7,,106.4
Norway,NOR,EU,2017,8,,105.6
Norway,NOR,EU,2017,9,84.35,106.3
Norway,NOR,EU,2017,10,,106.3
Norway,NOR,EU,2017,11,,106.6
Norway,NOR,EU,2017,12,90.77,106.5
Norway,NOR,EU,2018,1,,106.2
Norway,NOR,EU,2018,2,,107.4
Norway,NOR,EU,2018,3,89.61,107.7
Norway,NOR,EU,2018,4,,108.2
Norway,NOR,EU,2018,5,,108.2
Norway,NOR,EU,2018,6,92.24,109.1
Norway,NOR,EU,2018,7,,110.1
Norway,NOR,EU,2018,8,,109.7
Norway,NOR,EU,2018,9,90.45,110.3
Norway,NOR,EU,2018,10,,110.1
Norway,NOR,EU,2018,11,,110.7
Norway,NOR,EU,2018,12,97.98,110.7
Norway,NOR,EU,2019,1,,110
Norway,NOR,EU,2019,2,,111
Norway,NOR,EU,2019,3,92.57,111.1
Norway,NOR,EU,2019,4,,111.6
Norway,NOR,EU,2019,5,,111.3
Norway,NOR,EU,2019,6,89.85,111.4
Norway,NOR,EU,2019,7,,112.1
Norway,NOR,EU,2019,8,,111.3
Norway,NOR,EU,2019,9,86.44,111.9
Norway,NOR,EU,2019,10,,112
Norway,NOR,EU,2019,11,,112.4
Norway,NOR,EU,2019,12,92.88,112
Norway,NOR,EU,2020,1,,111.9
Norway,NOR,EU,2020,2,,111.8
Norway,NOR,EU,2020,3,85.07,111.7
Norway,NOR,EU,2020,4,,112.3
Norway,NOR,EU,2020,5,,112.5
Norway,NOR,EU,2020,6,71.7,112.8
Norway,NOR,EU,2020,7,,113.7
Norway,NOR,EU,2020,8,,113.1
Norway,NOR,EU,2020,9,77.09,113.5
Norway,NOR,EU,2020,10,,113.9
Norway,NOR,EU,2020,11,,112.9
Norway,NOR,EU,2020,12,84.43,113.6
Norway,NOR,EU,2021,1,,114.9
Norway,NOR,EU,2021,2,,115.8
Norway,NOR,EU,2021,3,89.94,115.5
Norway,NOR,EU,2021,4,,115.9
Norway,NOR,EU,2021,5,,115.7
Norway,NOR,EU,2021,6,94.27,116.2
Norway,NOR,EU,2021,7,,117.4
Norway,NOR,EU,2021,8,,117.4
Norway,NOR,EU,2021,9,99.17,118.9
Norway,NOR,EU,2021,10,,118.4
Norway,NOR,EU,2021,11,,119.5
Norway,NOR,EU,2021,12,124.67,120.5
Norway,NOR,EU,2022,1,,118.5
Norway,NOR,EU,2022,2,,119.9
Norway,NOR,EU,2022,3,127.93,120.9
Norway,NOR,EU,2022,4,,122.7
Norway,NOR,EU,2022,5,,122.9
Norway,NOR,EU,2022,6,123.91,124.3
Norway,NOR,EU,2022,7,,126
Norway,NOR,EU,2022,8,,
Norway,NOR,EU,2022,9,,
Norway,NOR,EU,2022,10,,
Norway,NOR,EU,2022,11,,
Norway,NOR,EU,2022,12,,
United Kingdom,GBR,EU,1996,1,,67.8
United Kingdom,GBR,EU,1996,2,,68.1
United Kingdom,GBR,EU,1996,3,220.98,68.4
United Kingdom,GBR,EU,1996,4,,68.7
United Kingdom,GBR,EU,1996,5,,68.9
United Kingdom,GBR,EU,1996,6,223.05,69
United Kingdom,GBR,EU,1996,7,,68.6
United Kingdom,GBR,EU,1996,8,,68.9
United Kingdom,GBR,EU,1996,9,228.78,69.3
United Kingdom,GBR,EU,1996,10,,69.3
United Kingdom,GBR,EU,1996,11,,69.3
United Kingdom,GBR,EU,1996,12,238.38,69.5
United Kingdom,GBR,EU,1997,1,,69.2
United Kingdom,GBR,EU,1997,2,,69.4
United Kingdom,GBR,EU,1997,3,234.08,69.5
United Kingdom,GBR,EU,1997,4,,69.8
United Kingdom,GBR,EU,1997,5,,70
United Kingdom,GBR,EU,1997,6,234.29,70.2
United Kingdom,GBR,EU,1997,7,,69.9
United Kingdom,GBR,EU,1997,8,,70.3
United Kingdom,GBR,EU,1997,9,241.97,70.6
United Kingdom,GBR,EU,1997,10,,70.6
United Kingdom,GBR,EU,1997,11,,70.6
United Kingdom,GBR,EU,1997,12,242.25,70.7
United Kingdom,GBR,EU,1998,1,,70.3
United Kingdom,GBR,EU,1998,2,,70.5
United Kingdom,GBR,EU,1998,3,244.21,70.7
United Kingdom,GBR,EU,1998,4,,71.1
United Kingdom,GBR,EU,1998,5,,71.4
United Kingdom,GBR,EU,1998,6,245.38,71.3
United Kingdom,GBR,EU,1998,7,,71
United Kingdom,GBR,EU,1998,8,,71.2
United Kingdom,GBR,EU,1998,9,250.5,71.5
United Kingdom,GBR,EU,1998,10,,71.5
United Kingdom,GBR,EU,1998,11,,71.6
United Kingdom,GBR,EU,1998,12,258.23,71.8
United Kingdom,GBR,EU,1999,1,,71.4
United Kingdom,GBR,EU,1999,2,,71.5
United Kingdom,GBR,EU,1999,3,258.1,71.9
United Kingdom,GBR,EU,1999,4,,72.2
United Kingdom,GBR,EU,1999,5,,72.4
United Kingdom,GBR,EU,1999,6,255.24,72.3
United Kingdom,GBR,EU,1999,7,,71.9
United Kingdom,GBR,EU,1999,8,,72.1
United Kingdom,GBR,EU,1999,9,260.53,72.4
United Kingdom,GBR,EU,1999,10,,72.3
United Kingdom,GBR,EU,1999,11,,72.4
United Kingdom,GBR,EU,1999,12,268.1,72.6
United Kingdom,GBR,EU,2000,1,,71.9
United Kingdom,GBR,EU,2000,2,,72.2
United Kingdom,GBR,EU,2000,3,270.84,72.3
United Kingdom,GBR,EU,2000,4,,72.6
United Kingdom,GBR,EU,2000,5,,72.8
United Kingdom,GBR,EU,2000,6,270.57,72.9
United Kingdom,GBR,EU,2000,7,,72.5
United Kingdom,GBR,EU,2000,8,,72.5
United Kingdom,GBR,EU,2000,9,276.63,73.1
United Kingdom,GBR,EU,2000,10,,73.1
United Kingdom,GBR,EU,2000,11,,73.2
United Kingdom,GBR,EU,2000,12,280.46,73.2
United Kingdom,GBR,EU,2001,1,,72.6
United Kingdom,GBR,EU,2001,2,,72.7
United Kingdom,GBR,EU,2001,3,282.69,73
United Kingdom,GBR,EU,2001,4,,73.4
United Kingdom,GBR,EU,2001,5,,74
United Kingdom,GBR,EU,2001,6,282.58,74.1
United Kingdom,GBR,EU,2001,7,,73.6
United Kingdom,GBR,EU,2001,8,,73.9
United Kingdom,GBR,EU,2001,9,286.65,74.1
United Kingdom,GBR,EU,2001,10,,73.9
United Kingdom,GBR,EU,2001,11,,73.8
United Kingdom,GBR,EU,2001,12,290.1,74
United Kingdom,GBR,EU,2002,1,,73.7
United Kingdom,GBR,EU,2002,2,,73.8
United Kingdom,GBR,EU,2002,3,291.91,74.1
United Kingdom,GBR,EU,2002,4,,74.4
United Kingdom,GBR,EU,2002,5,,74.6
United Kingdom,GBR,EU,2002,6,292.88,74.6
United Kingdom,GBR,EU,2002,7,,74.4
United Kingdom,GBR,EU,2002,8,,74.6
United Kingdom,GBR,EU,2002,9,299.9,74.8
United Kingdom,GBR,EU,2002,10,,74.9
United Kingdom,GBR,EU,2002,11,,74.9
United Kingdom,GBR,EU,2002,12,305.65,75.2
United Kingdom,GBR,EU,2003,1,,74.7
United Kingdom,GBR,EU,2003,2,,75
United Kingdom,GBR,EU,2003,3,310.09,75.3
United Kingdom,GBR,EU,2003,4,,75.5
United Kingdom,GBR,EU,2003,5,,75.5
United Kingdom,GBR,EU,2003,6,308.27,75.4
United Kingdom,GBR,EU,2003,7,,75.3
United Kingdom,GBR,EU,2003,8,,75.6
United Kingdom,GBR,EU,2003,9,316.96,75.9
United Kingdom,GBR,EU,2003,10,,76
United Kingdom,GBR,EU,2003,11,,75.9
United Kingdom,GBR,EU,2003,12,324.65,76.2
United Kingdom,GBR,EU,2004,1,,75.8
United Kingdom,GBR,EU,2004,2,,76
United Kingdom,GBR,EU,2004,3,326.02,76.1
United Kingdom,GBR,EU,2004,4,,76.4
United Kingdom,GBR,EU,2004,5,,76.6
United Kingdom,GBR,EU,2004,6,325.34,76.6
United Kingdom,GBR,EU,2004,7,,76.4
United Kingdom,GBR,EU,2004,8,,76.6
United Kingdom,GBR,EU,2004,9,332.61,76.7
United Kingdom,GBR,EU,2004,10,,76.9
United Kingdom,GBR,EU,2004,11,,77
United Kingdom,GBR,EU,2004,12,338.82,77.4
United Kingdom,GBR,EU,2005,1,,77
United Kingdom,GBR,EU,2005,2,,77.2
United Kingdom,GBR,EU,2005,3,345.08,77.5
United Kingdom,GBR,EU,2005,4,,77.8
United Kingdom,GBR,EU,2005,5,,78.1
United Kingdom,GBR,EU,2005,6,344.89,78.1
United Kingdom,GBR,EU,2005,7,,78.2
United Kingdom,GBR,EU,2005,8,,78.4
United Kingdom,GBR,EU,2005,9,349.61,78.6
United Kingdom,GBR,EU,2005,10,,78.7
United Kingdom,GBR,EU,2005,11,,78.7
United Kingdom,GBR,EU,2005,12,360.08,78.9
United Kingdom,GBR,EU,2006,1,,78.5
United Kingdom,GBR,EU,2006,2,,78.8
United Kingdom,GBR,EU,2006,3,368.79,78.9
United Kingdom,GBR,EU,2006,4,,79.4
United Kingdom,GBR,EU,2006,5,,79.9
United Kingdom,GBR,EU,2006,6,361.47,80.1
United Kingdom,GBR,EU,2006,7,,80
United Kingdom,GBR,EU,2006,8,,80.4
United Kingdom,GBR,EU,2006,9,370.99,80.5
United Kingdom,GBR,EU,2006,10,,80.6
United Kingdom,GBR,EU,2006,11,,80.8
United Kingdom,GBR,EU,2006,12,375.48,81.3
United Kingdom,GBR,EU,2007,1,,80.6
United Kingdom,GBR,EU,2007,2,,81
United Kingdom,GBR,EU,2007,3,386.29,81.4
United Kingdom,GBR,EU,2007,4,,81.6
United Kingdom,GBR,EU,2007,5,,81.8
United Kingdom,GBR,EU,2007,6,379.09,82
United Kingdom,GBR,EU,2007,7,,81.5
United Kingdom,GBR,EU,2007,8,,81.8
United Kingdom,GBR,EU,2007,9,390.57,81.9
United Kingdom,GBR,EU,2007,10,,82.3
United Kingdom,GBR,EU,2007,11,,82.5
United Kingdom,GBR,EU,2007,12,396.52,83
United Kingdom,GBR,EU,2008,1,,82.4
United Kingdom,GBR,EU,2008,2,,83
United Kingdom,GBR,EU,2008,3,406.6,83.4
United Kingdom,GBR,EU,2008,4,,84
United Kingdom,GBR,EU,2008,5,,84.6
United Kingdom,GBR,EU,2008,6,397.16,85.2
United Kingdom,GBR,EU,2008,7,,85.1
United Kingdom,GBR,EU,2008,8,,85.7
United Kingdom,GBR,EU,2008,9,397.67,86.1
United Kingdom,GBR,EU,2008,10,,85.9
United Kingdom,GBR,EU,2008,11,,85.8
United Kingdom,GBR,EU,2008,12,397.33,85.5
United Kingdom,GBR,EU,2009,1,,84.9
United Kingdom,GBR,EU,2009,2,,85.6
United Kingdom,GBR,EU,2009,3,391.69,85.8
United Kingdom,GBR,EU,2009,4,,86
United Kingdom,GBR,EU,2009,5,,86.4
United Kingdom,GBR,EU,2009,6,383.09,86.7
United Kingdom,GBR,EU,2009,7,,86.7
United Kingdom,GBR,EU,2009,8,,87
United Kingdom,GBR,EU,2009,9,390.03,87.1
United Kingdom,GBR,EU,2009,10,,87.2
United Kingdom,GBR,EU,2009,11,,87.5
United Kingdom,GBR,EU,2009,12,392.3,88
United Kingdom,GBR,EU,2010,1,,87.8
United Kingdom,GBR,EU,2010,2,,88.2
United Kingdom,GBR,EU,2010,3,401.29,88.7
United Kingdom,GBR,EU,2010,4,,89.2
United Kingdom,GBR,EU,2010,5,,89.4
United Kingdom,GBR,EU,2010,6,398.86,89.5
United Kingdom,GBR,EU,2010,7,,89.3
United Kingdom,GBR,EU,2010,8,,89.8
United Kingdom,GBR,EU,2010,9,401.97,89.8
United Kingdom,GBR,EU,2010,10,,90
United Kingdom,GBR,EU,2010,11,,90.3
United Kingdom,GBR,EU,2010,12,410.07,91.2
United Kingdom,GBR,EU,2011,1,,91.3
United Kingdom,GBR,EU,2011,2,,92
United Kingdom,GBR,EU,2011,3,420.32,92.2
United Kingdom,GBR,EU,2011,4,,93.2
United Kingdom,GBR,EU,2011,5,,93.4
United Kingdom,GBR,EU,2011,6,409.2,93.3
United Kingdom,GBR,EU,2011,7,,93.3
United Kingdom,GBR,EU,2011,8,,93.8
United Kingdom,GBR,EU,2011,9,414.69,94.4
United Kingdom,GBR,EU,2011,10,,94.5
United Kingdom,GBR,EU,2011,11,,94.6
United Kingdom,GBR,EU,2011,12,425.3,95.1
United Kingdom,GBR,EU,2012,1,,94.6
United Kingdom,GBR,EU,2012,2,,95.1
United Kingdom,GBR,EU,2012,3,429.59,95.4
United Kingdom,GBR,EU,2012,4,,96
United Kingdom,GBR,EU,2012,5,,95.9
United Kingdom,GBR,EU,2012,6,421.75,95.5
United Kingdom,GBR,EU,2012,7,,95.6
United Kingdom,GBR,EU,2012,8,,96.1
United Kingdom,GBR,EU,2012,9,430.56,96.5
United Kingdom,GBR,EU,2012,10,,97
United Kingdom,GBR,EU,2012,11,,97.2
United Kingdom,GBR,EU,2012,12,439.46,97.6
United Kingdom,GBR,EU,2013,1,,97.1
United Kingdom,GBR,EU,2013,2,,97.8
United Kingdom,GBR,EU,2013,3,442.82,98.1
United Kingdom,GBR,EU,2013,4,,98.3
United Kingdom,GBR,EU,2013,5,,98.5
United Kingdom,GBR,EU,2013,6,442.33,98.3
United Kingdom,GBR,EU,2013,7,,98.3
United Kingdom,GBR,EU,2013,8,,98.7
United Kingdom,GBR,EU,2013,9,447.24,99.1
United Kingdom,GBR,EU,2013,10,,99.1
United Kingdom,GBR,EU,2013,11,,99.2
United Kingdom,GBR,EU,2013,12,460.77,99.6
United Kingdom,GBR,EU,2014,1,,99
United Kingdom,GBR,EU,2014,2,,99.5
United Kingdom,GBR,EU,2014,3,467.55,99.7
United Kingdom,GBR,EU,2014,4,,100.1
United Kingdom,GBR,EU,2014,5,,100
United Kingdom,GBR,EU,2014,6,464.9,100.2
United Kingdom,GBR,EU,2014,7,,99.9
United Kingdom,GBR,EU,2014,8,,100.2
United Kingdom,GBR,EU,2014,9,466.99,100.3
United Kingdom,GBR,EU,2014,10,,100.4
United Kingdom,GBR,EU,2014,11,,100.1
United Kingdom,GBR,EU,2014,12,476.72,100.1
United Kingdom,GBR,EU,2015,1,,99.3
United Kingdom,GBR,EU,2015,2,,99.5
United Kingdom,GBR,EU,2015,3,479.77,99.7
United Kingdom,GBR,EU,2015,4,,99.9
United Kingdom,GBR,EU,2015,5,,100.1
United Kingdom,GBR,EU,2015,6,481.29,100.2
United Kingdom,GBR,EU,2015,7,,100
United Kingdom,GBR,EU,2015,8,,100.3
United Kingdom,GBR,EU,2015,9,481.59,100.2
United Kingdom,GBR,EU,2015,10,,100.3
United Kingdom,GBR,EU,2015,11,,100.3
United Kingdom,GBR,EU,2015,12,492.56,100.3
United Kingdom,GBR,EU,2016,1,,99.5
United Kingdom,GBR,EU,2016,2,,99.8
United Kingdom,GBR,EU,2016,3,497.93,100.2
United Kingdom,GBR,EU,2016,4,,100.2
United Kingdom,GBR,EU,2016,5,,100.4
United Kingdom,GBR,EU,2016,6,500.68,100.6
United Kingdom,GBR,EU,2016,7,,100.6
United Kingdom,GBR,EU,2016,8,,100.9
United Kingdom,GBR,EU,2016,9,500.65,101.1
United Kingdom,GBR,EU,2016,10,,101.2
United Kingdom,GBR,EU,2016,11,,101.4
United Kingdom,GBR,EU,2016,12,517.39,101.9
United Kingdom,GBR,EU,2017,1,,101.4
United Kingdom,GBR,EU,2017,2,,102.1
United Kingdom,GBR,EU,2017,3,521.09,102.5
United Kingdom,GBR,EU,2017,4,,102.9
United Kingdom,GBR,EU,2017,5,,103.3
United Kingdom,GBR,EU,2017,6,517.56,103.3
United Kingdom,GBR,EU,2017,7,,103.2
United Kingdom,GBR,EU,2017,8,,103.8
United Kingdom,GBR,EU,2017,9,520.38,104.1
United Kingdom,GBR,EU,2017,10,,104.2
United Kingdom,GBR,EU,2017,11,,104.6
United Kingdom,GBR,EU,2017,12,538.11,104.9
United Kingdom,GBR,EU,2018,1,,104.4
United Kingdom,GBR,EU,2018,2,,104.9
United Kingdom,GBR,EU,2018,3,535.69,105
United Kingdom,GBR,EU,2018,4,,105.4
United Kingdom,GBR,EU,2018,5,,105.8
United Kingdom,GBR,EU,2018,6,536.62,105.8
United Kingdom,GBR,EU,2018,7,,105.8
United Kingdom,GBR,EU,2018,8,,106.5
United Kingdom,GBR,EU,2018,9,542.78,106.6
United Kingdom,GBR,EU,2018,10,,106.7
United Kingdom,GBR,EU,2018,11,,107
